Toyota Corolla Altis 1.8 VL CVT,2018,19879.518072289156,25000,1,0,1,0,0,0,0,1,0,1,0,0,0
Maruti Ciaz VXi Plus,2015,7048.192771084337,24000,1,0,1,0,0,0,0,1,0,1,0,0,0
Hyundai Venue SX Opt Diesel,2019,14397.590361445784,5000,1,1,0,0,0,0,0,1,0,1,0,0,0
Chevrolet Enjoy TCDi LTZ 7 Seater,2013,4698.795180722892,33000,1,1,0,0,0,0,1,0,0,0,1,0,0
Jaguar XF 2.2 Litre Luxury,2014,23674.68674698795,28000,1,1,0,0,0,0,0,1,0,1,0,0,0
Mercedes-Benz New C-Class 220 CDI AT,2013,17168.67469879518,59000,1,1,0,0,0,0,0,1,0,1,0,0,0
Maruti Vitara Brezza ZDi Plus AMT,2018,11746.987951807228,4500,1,1,0,0,0,0,0,1,0,1,0,0,0
Audi Q5 2.0 TDI,2011,14337.349397590362,175900,1,1,0,0,0,0,0,1,0,1,0,0,0
Honda City V MT,2018,11204.819277108434,14500,1,0,1,0,0,0,0,1,0,1,0,0,0
Tata Tigor 1.2 Revotron XT,2018,6325.301204819277,15000,1,0,1,0,0,0,1,0,0,1,0,0,0
Audi A6 2.0 TDI  Design Edition,2013,20903.614457831325,50000,1,1,0,0,0,0,0,1,0,1,0,0,0
Mercedes-Benz New C-Class C 220 CDI Avantgarde,2012,16566.265060240963,33800,1,1,0,0,0,0,0,1,0,0,1,0,0
Skoda Superb Ambition 2.0 TDI CR AT,2011,5421.686746987952,130400,1,1,0,0,0,0,0,1,0,0,1,0,0
Toyota Corolla Altis G AT,2016,10843.373493975903,50000,1,0,1,0,0,0,1,0,0,1,0,0,0
Toyota Innova 2.5 G (Diesel) 7 Seater,2015,15662.650602409638,80000,1,1,0,0,0,0,1,0,0,1,0,0,0
Jeep Compass 1.4 Sport Plus BSIV,2019,16867.469879518074,10000,1,0,1,0,0,0,1,0,0,1,0,0,0
Mercedes-Benz E-Class E 200 CGI Elegance,2010,10240.963855421687,119000,1,0,1,0,0,0,0,1,0,1,0,0,0
Hyundai i10 Magna 1.1L,2014,2771.0722891566265,60000,1,0,1,0,0,0,1,0,0,0,0,0,1
BMW 3 Series 320d Sport Line,2013,18674.698795180724,75800,1,1,0,0,0,0,0,1,0,0,1,0,0
Audi Q7 35 TDI Quattro Premium,2009,15060.240963855422,78000,1,1,0,0,0,0,0,1,0,0,0,1,0
Hyundai Elantra CRDi S,2012,7530.120481927711,40000,1,1,0,0,0,0,1,0,0,1,0,0,0
Mahindra Scorpio 1.99 S10,2014,12650.602409638554,50000,1,1,0,0,0,0,1,0,0,1,0,0,0
Honda City i DTEC V,2014,6746.987951807229,74000,1,1,0,0,0,0,1,0,0,0,1,0,0
Maruti Wagon R VXI BS IV with ABS,2014,3493.975903614458,64000,1,0,1,0,0,0,1,0,0,0,1,0,0
Maruti Wagon R VXI BS IV,2012,3313.253012048193,60000,1,0,1,0,0,0,1,0,0,0,1,0,0
Mahindra Scorpio LX,2009,4951.807228915663,120000,1,1,0,0,0,0,1,0,0,0,1,0,0
Hyundai Santro Xing GLS,2009,1807.2289156626507,79000,1,0,1,0,0,0,1,0,0,0,0,1,0
Hyundai Grand i10 1.2 Kappa Asta,2019,6024.096385542169,15000,1,0,1,0,0,0,1,0,0,1,0,0,0
Maruti Alto LXi,2006,1204.8192771084337,80000,1,0,1,0,0,0,1,0,0,1,0,0,0
Maruti Swift Dzire VDI Optional,2017,8734.939759036144,18500,1,1,0,0,0,0,0,1,0,1,0,0,0
Maruti Eeco 5 Seater AC BSIV,2018,4831.325301204819,10200,1,0,1,0,0,0,0,1,0,1,0,0,0
Hyundai i20 Sportz 1.4 CRDi,2018,9036.144578313253,29000,1,1,0,0,0,0,0,1,0,1,0,0,0
Maruti Omni Maruti Omni MPI STD BSIII 5-STR W/ IMMOBILISER,2018,3734.9397590361446,28000,1,0,1,0,0,0,0,1,0,1,0,0,0
Maruti Swift ZDi BSIV,2016,8012.048192771084,46000,1,1,0,0,0,0,0,1,0,1,0,0,0
Hyundai i20 2015-2017 Sportz Option 1.4 CRDi,2014,5602.409638554217,70000,1,1,0,0,0,0,0,1,0,1,0,0,0
Maruti Alto LXi,2012,1927.710843373494,60000,1,0,1,0,0,0,1,0,0,0,1,0,0
Mahindra Jeep CL 500 MDI,1996,3012.0481927710844,35000,1,1,0,0,0,0,1,0,0,0,1,0,0
Honda City i DTEC VX,2014,8132.530120481928,90000,1,1,0,0,0,0,0,1,0,1,0,0,0
Maruti Wagon R VXI BS IV,2013,3614.4578313253014,80000,1,0,1,0,0,0,0,1,0,1,0,0,0
Tata Indica DLS,2005,843.3734939759037,80000,1,1,0,0,0,0,1,0,0,1,0,0,0
Hyundai EON Magna Plus,2014,2891.5662650602408,73300,1,0,1,0,0,0,0,1,0,0,1,0,0
Toyota Etios GD,2014,6325.301204819277,92000,1,1,0,0,0,0,0,1,0,1,0,0,0
Maruti Alto LXi,2009,1819.2771084337348,66764,1,0,1,0,0,0,0,1,0,0,1,0,0
Maruti Alto LXi,2009,1686.7469879518073,100000,1,0,1,0,0,0,1,0,0,1,0,0,0
Chevrolet Tavera Neo LS B3 - 7(C) seats BSIII,2010,3373.4939759036147,350000,1,1,0,0,0,0,1,0,0,0,1,0,0
Toyota Corolla Altis Diesel D4DG,2011,4216.8674698795185,230000,1,1,0,0,0,0,1,0,0,1,0,0,0
Mahindra Scorpio 1.99 S6 Plus,2017,6867.469879518072,60000,1,1,0,0,0,0,1,0,0,1,0,0,0
Hyundai EON Magna Plus,2018,3614.4578313253014,31000,1,0,1,0,0,0,1,0,0,1,0,0,0
Tata Indigo Classic Dicor,2007,1204.8192771084337,39000,1,1,0,0,0,0,1,0,0,1,0,0,0
Toyota Innova 2.5 V Diesel 8-seater,2009,6024.096385542169,120000,1,1,0,0,0,0,1,0,0,0,0,1,0
Tata Indica Vista Quadrajet LS,2014,1506.0240963855422,166000,1,1,0,0,0,0,1,0,0,0,0,0,1
Maruti Swift 1.3 VXi,2006,1566.2650602409637,110000,1,0,1,0,0,0,1,0,0,0,0,1,0
Ford EcoSport 1.5 Diesel Titanium BSIV,2017,11144.578313253012,35000,1,1,0,0,0,0,1,0,0,1,0,0,0
Maruti Ciaz 1.3 Delta,2018,9036.144578313253,60000,1,1,0,0,0,0,1,0,0,1,0,0,0
Honda Civic 1.8 V AT,2007,2409.6385542168673,54000,1,0,1,0,0,0,1,0,0,0,1,0,0
Hyundai i10 Sportz 1.2,2010,2987.9518072289156,63000,1,0,1,0,0,0,1,0,0,0,1,0,0
Skoda Rapid 1.5 TDI Elegance,2014,5421.686746987952,120000,1,1,0,0,0,0,1,0,0,0,1,0,0
Hyundai Getz GLS,2005,963.855421686747,120000,1,0,1,0,0,0,1,0,0,0,0,1,0
Nissan Terrano XL,2014,7831.325301204819,76000,1,0,1,0,0,0,1,0,0,0,1,0,0
Hyundai Grand i10 CRDi Sportz,2015,5421.686746987952,80000,1,1,0,0,0,0,1,0,0,1,0,0,0
Hyundai Elite i20 Diesel Era,2019,7831.325301204819,25000,1,1,0,0,0,0,1,0,0,1,0,0,0
Honda Amaze S i-VTEC,2016,5963.855421686747,11958,1,0,1,0,0,0,0,1,0,1,0,0,0
Honda Brio S MT,2015,4469.879518072289,20000,1,0,1,0,0,0,0,1,0,1,0,0,0
Hyundai Creta 1.6 SX Option,2017,12349.397590361446,9000,1,0,1,0,0,0,0,1,0,1,0,0,0
Mercedes-Benz S-Class S 350d Connoisseurs Edition,2017,98192.77108433735,6500,1,1,0,0,0,0,0,1,0,1,0,0,0
Mahindra XUV500 W8 2WD,2015,9036.144578313253,70000,1,1,0,0,0,0,1,0,0,1,0,0,0
Renault Duster 85PS Diesel RxL Optional,2013,7228.915662650603,120000,1,1,0,0,0,0,1,0,0,1,0,0,0
Hyundai Santro Xing XO,2007,963.855421686747,58000,1,0,1,0,0,0,0,1,0,0,1,0,0
Mahindra Bolero 2011-2019 SLE,2013,3915.6626506024095,62200,1,1,0,0,0,0,0,1,0,1,0,0,0
Audi A6 2.0 TDI Premium Plus,2014,17710.843373493975,34000,1,1,0,0,0,0,0,1,0,0,1,0,0
Fiat Avventura MULTIJET Emotion,2015,4216.8674698795185,53000,1,1,0,0,0,0,1,0,0,0,1,0,0
Audi A8 4.2 TDI,2013,33734.93975903615,49000,1,1,0,0,0,0,0,1,0,1,0,0,0
Datsun RediGO 1.0 S,2017,2530.120481927711,15000,1,0,1,0,0,0,0,1,0,0,1,0,0
Volkswagen Jetta 1.4 TSI Comfortline,2013,5421.686746987952,50000,1,0,1,0,0,0,1,0,0,1,0,0,0
Audi A4 2.0 TDI 177 Bhp Premium Plus,2013,13855.421686746988,53000,1,1,0,0,0,0,0,1,0,1,0,0,0
Honda Civic 1.8 V AT,2009,2530.120481927711,63500,1,0,1,0,0,0,0,1,0,1,0,0,0
Mercedes-Benz E-Class Exclusive E 200 BSIV,2018,54216.867469879515,9800,1,0,1,0,0,0,0,1,0,1,0,0,0
BMW X1 sDrive 20d xLine,2017,33132.530120481926,13000,1,1,0,0,0,0,1,0,0,1,0,0,0
Volvo V40 D3 R Design,2018,23795.180722891568,21000,1,1,0,0,0,0,0,1,0,1,0,0,0
Maruti SX4 Zxi BSIII,2008,2108.4337349397592,29173,1,0,1,0,0,0,0,1,0,1,0,0,0
BMW 7 Series 730Ld,2012,30120.481927710844,48000,1,1,0,0,0,0,0,1,0,1,0,0,0
Mahindra Bolero Power Plus SLX,2017,7566.265060240964,120000,1,1,0,0,0,0,1,0,0,1,0,0,0
Hyundai Sonata CRDi M/T,2010,7228.915662650603,100000,1,1,0,0,0,0,1,0,0,1,0,0,0
Nissan Micra Active XV Petrol,2017,4807.22891566265,30000,1,0,1,0,0,0,1,0,0,1,0,0,0
Mahindra Xylo D4,2018,9036.144578313253,87000,1,1,0,0,0,0,1,0,0,1,0,0,0
Hyundai Elite i20 Sportz Plus Dual Tone BSIV,2019,9036.144578313253,15000,1,0,1,0,0,0,1,0,0,1,0,0,0
Renault KWID RXT,2017,3795.1807228915663,16000,1,0,1,0,0,0,1,0,0,1,0,0,0
Mahindra Xylo E4 BS III,2012,7228.915662650603,60000,1,1,0,0,0,0,1,0,0,1,0,0,0
Maruti Wagon R LXI Minor,2010,1204.8192771084337,60000,1,0,1,0,0,0,1,0,0,0,0,0,1
Maruti SX4 ZXI MT BSIV,2011,3012.0481927710844,110000,1,0,1,0,0,0,1,0,0,0,0,1,0
Renault KWID RXT,2017,4216.8674698795185,25000,1,0,1,0,0,0,1,0,0,1,0,0,0
Hyundai Creta 1.4 CRDi S,2016,9397.590361445784,60000,1,1,0,0,0,0,1,0,0,1,0,0,0
Maruti Swift Dzire VDI,2014,5228.915662650603,79350,1,1,0,0,0,0,1,0,0,0,1,0,0
Hyundai Verna 1.6 VTVT AT S Option,2016,8313.253012048193,80000,1,0,1,0,0,0,1,0,0,1,0,0,0
Mahindra Scorpio LX BSIV,2014,6686.746987951808,90000,1,1,0,0,0,0,1,0,0,0,1,0,0
Maruti SX4 Vxi BSIII,2007,1445.7831325301204,90000,1,0,1,0,0,0,1,0,0,0,1,0,0
Maruti Ertiga VDI,2014,6024.096385542169,120000,1,1,0,0,0,0,1,0,0,0,1,0,0
Chevrolet Beat Diesel,2013,1987.9518072289156,60000,1,1,0,0,0,0,1,0,0,0,1,0,0
Maruti Zen LX,2004,1144.578313253012,50000,1,0,1,0,0,0,1,0,0,1,0,0,0
Maruti Baleno Delta 1.2,2018,6626.506024096386,20000,1,0,1,0,0,0,1,0,0,1,0,0,0
Maruti Swift Vdi BSIII,2007,1204.8192771084337,110000,1,1,0,0,0,0,1,0,0,0,0,0,1
Tata Nano Lx BSIV,2012,1204.8192771084337,50000,1,0,1,0,0,0,1,0,0,0,1,0,0
Toyota Innova 2.5 GX (Diesel) 8 Seater,2012,6024.096385542169,100000,1,1,0,0,0,0,1,0,0,1,0,0,0
Maruti Ertiga SHVS VDI,2016,9638.55421686747,70000,1,1,0,0,0,0,1,0,0,0,1,0,0
Hyundai Creta 1.6 CRDi SX,2016,10120.481927710844,70000,1,1,0,0,0,0,1,0,0,0,1,0,0
Honda Amaze S i-Vtech,2016,5903.614457831325,50000,1,0,1,0,0,0,1,0,0,1,0,0,0
Tata Indica Vista Aqua 1.4 TDI,2010,1506.0240963855422,81000,1,1,0,0,0,0,1,0,0,0,1,0,0
Chevrolet Tavera Neo 2 LS B4 7 Str BSIII,2012,4819.277108433735,120000,1,1,0,0,0,0,1,0,0,0,0,1,0
Chevrolet Cruze LTZ,2015,12048.192771084337,3600,1,1,0,0,0,0,0,1,0,1,0,0,0
Ford Figo Aspire 1.2 Ti-VCT Titanium Plus,2015,6385.542168674699,14272,1,0,1,0,0,0,0,1,0,1,0,0,0
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2017,10120.481927710844,49213,1,1,0,0,0,0,0,1,0,1,0,0,0
Hyundai i10 Sportz 1.1L,2015,2771.0722891566265,40000,1,0,1,0,0,0,1,0,0,1,0,0,0
Maruti 800 Std,1998,481.9277108433735,40000,1,0,1,0,0,0,1,0,0,0,0,0,1
Chevrolet Spark 1.0 LS,2012,1566.2650602409637,80000,1,0,1,0,0,0,1,0,0,1,0,0,0
Hyundai EON Era Plus,2015,2409.6385542168673,70000,1,0,1,0,0,0,1,0,0,1,0,0,0
Tata Indica Vista Aqua TDI BSIII,2011,1445.7831325301204,70000,1,1,0,0,0,0,1,0,0,1,0,0,0
Hyundai Santro LP zipPlus,2003,903.6144578313254,57000,1,0,1,0,0,0,1,0,0,1,0,0,0
Tata Bolt Quadrajet XE,2016,3012.0481927710844,120000,1,1,0,0,0,0,1,0,0,1,0,0,0
Maruti 800 AC BSIII,2005,1204.8192771084337,30000,1,0,1,0,0,0,1,0,0,1,0,0,0
Hyundai EON Era Plus,2013,3373.4939759036147,3240,1,0,1,0,0,0,1,0,0,0,1,0,0
Hyundai i20 Magna 1.2,2015,6506.024096385542,5000,1,0,1,0,0,0,1,0,0,1,0,0,0
Hyundai i20 1.2 Asta,2018,8433.734939759037,10000,1,0,1,0,0,0,1,0,0,1,0,0,0
Maruti Ciaz VDi Plus,2015,6325.301204819277,100000,1,1,0,0,0,0,1,0,0,1,0,0,0
Hyundai i20 Asta 1.4 CRDi,2016,5180.722891566265,80000,1,1,0,0,0,0,1,0,0,1,0,0,0
Hyundai Santro LE,2002,783.1325301204819,70000,1,0,1,0,0,0,1,0,0,1,0,0,0
Maruti Vitara Brezza VDi,2018,9638.55421686747,35000,1,1,0,0,0,0,1,0,0,1,0,0,0
Hyundai Santro Xing XL eRLX Euro III,2007,903.6144578313254,114000,1,0,1,0,0,0,1,0,0,0,1,0,0
Hyundai Getz 1.3 GLS,2008,2530.120481927711,53772,1,0,1,0,0,0,1,0,0,1,0,0,0
Mahindra Quanto C8,2012,2349.397590361446,140000,1,1,0,0,0,0,1,0,0,0,1,0,0
Chevrolet Tavera Neo 3 LS 7 C BSIII,2015,4819.277108433735,120000,1,1,0,0,0,0,1,0,0,1,0,0,0
Hyundai EON Magna Plus,2012,2048.1927710843374,60000,1,0,1,0,0,0,1,0,0,1,0,0,0
Renault KWID RXT,2016,2710.843373493976,25000,1,0,1,0,0,0,1,0,0,1,0,0,0
Maruti Wagon R DUO LPG,2014,2530.120481927711,90000,1,0,0,0,1,0,1,0,0,1,0,0,0
Maruti Wagon R LXI,2020,2891.5662650602408,120000,1,0,1,0,0,0,1,0,0,1,0,0,0
Chevrolet Enjoy 1.3 TCDi LS 8,2015,3614.4578313253014,175000,1,1,0,0,0,0,1,0,0,1,0,0,0
Chevrolet Spark 1.0 LS,2011,1192.7710843373493,100000,1,0,1,0,0,0,1,0,0,0,0,1,0
Honda City i VTEC SV,2014,7469.879518072289,36000,1,0,1,0,0,0,1,0,0,1,0,0,0
Honda Amaze VX i-DTEC,2013,6024.096385542169,30000,1,1,0,0,0,0,1,0,0,1,0,0,0
Jaguar XJ 5.0 L V8 Supercharged,2010,30722.89156626506,40000,1,0,1,0,0,0,1,0,0,0,1,0,0
Honda Brio E MT,2013,3132.5301204819275,70000,1,0,1,0,0,0,1,0,0,0,1,0,0
Maruti Swift VVT ZXI,2017,6626.506024096386,60000,1,0,1,0,0,0,1,0,0,1,0,0,0
Tata Indigo CR4,2011,1807.2289156626507,155500,1,1,0,0,0,0,1,0,0,1,0,0,0
Hyundai i10 Asta AT,2011,4216.8674698795185,50000,1,0,1,0,0,0,1,0,0,0,1,0,0
Chevrolet Beat LT,2016,3855.421686746988,40000,1,0,1,0,0,0,1,0,0,1,0,0,0
Maruti Swift VDI BSIV,2015,4819.277108433735,100000,1,1,0,0,0,0,1,0,0,0,0,1,0
Maruti Alto LXi,2012,2108.4337349397592,80000,1,0,1,0,0,0,1,0,0,0,0,1,0
Chevrolet Beat LT,2011,1445.7831325301204,90000,1,0,1,0,0,0,1,0,0,0,1,0,0
Renault Duster 110PS Diesel RxZ,2013,3855.421686746988,90000,1,1,0,0,0,0,1,0,0,0,1,0,0
Hyundai Santro Xing XG,2006,843.3734939759037,110000,1,0,1,0,0,0,1,0,0,0,0,1,0
Maruti Swift Dzire ZXI Plus,2019,9759.036144578313,15000,1,0,1,0,0,0,1,0,0,1,0,0,0
Maruti 800 AC,2007,1144.578313253012,100000,1,0,1,0,0,0,1,0,0,0,1,0,0
Maruti Alto K10 LXI CNG,2020,3397.590361445783,40000,1,0,0,1,0,0,1,0,0,1,0,0,0
Maruti 800 Std BSII,2004,963.855421686747,60000,1,0,1,0,0,0,1,0,0,0,1,0,0
Tata Nano LX SE,2013,867.4698795180723,25000,1,0,1,0,0,0,1,0,0,1,0,0,0
Hyundai i20 Magna 1.2,2016,7228.915662650603,25000,1,0,1,0,0,0,1,0,0,1,0,0,0
Skoda Rapid 1.6 MPI Ambition With Alloy Wheel,2015,7710.843373493976,23000,1,0,1,0,0,0,1,0,0,1,0,0,0
Maruti Alto K10 VXI,2018,4578.313253012048,22155,1,0,1,0,0,0,1,0,0,1,0,0,0
Maruti Ciaz 1.4 Delta,2018,7831.325301204819,70000,1,0,1,0,0,0,1,0,0,1,0,0,0
Maruti Alto LX,2009,1807.2289156626507,60000,1,0,1,0,0,0,1,0,0,0,1,0,0
Hyundai i20 Asta,2009,3373.4939759036147,110000,1,0,1,0,0,0,1,0,0,0,1,0,0
Tata Nexon 1.2 Revotron XM,2018,5180.722891566265,30000,1,0,1,0,0,0,1,0,0,1,0,0,0
Mahindra Bolero Power Plus SLX,2019,9638.55421686747,15000,1,1,0,0,0,0,1,0,0,1,0,0,0
Maruti Zen D,2003,903.6144578313254,100000,1,1,0,0,0,0,1,0,0,0,1,0,0
Volkswagen Vento Celeste 1.5 TDI Highline AT,2016,7831.325301204819,70000,1,1,0,0,0,0,1,0,0,1,0,0,0
Maruti Eeco 7 Seater Standard BSIV,2017,4698.795180722892,24000,1,0,1,0,0,0,1,0,0,1,0,0,0
Honda City 1.5 EXI,2005,1204.8192771084337,120000,1,0,1,0,0,0,1,0,0,0,1,0,0
Mercedes-Benz New C-Class 220 CDI AT,2013,18072.289156626506,35000,1,1,0,0,0,0,1,0,0,1,0,0,0
Maruti SX4 Zxi with Leather BSIII,2007,2108.4337349397592,78380,1,0,1,0,0,0,1,0,0,1,0,0,0
Renault Duster 110PS Diesel RxZ,2012,5240.951807228916,110000,1,1,0,0,0,0,1,0,0,0,1,0,0
Ford Figo Diesel Titanium,2010,2048.1927710843374,90000,1,1,0,0,0,0,1,0,0,0,0,1,0
Ford Figo Diesel Titanium,2011,2289.156626506024,90000,1,1,0,0,0,0,1,0,0,0,0,1,0
Maruti Swift Dzire VDi,2009,3012.0481927710844,150000,1,1,0,0,0,0,1,0,0,0,0,1,0
Mahindra Xylo E4,2009,2771.0722891566265,230000,1,1,0,0,0,0,1,0,0,0,0,1,0
Maruti Esteem Vxi - BSIII,2006,1686.7469879518073,70000,1,0,1,0,0,0,1,0,0,0,0,1,0
Maruti Swift VDI BSIV,2017,7228.915662650603,80362,1,1,0,0,0,0,1,0,0,1,0,0,0
Hyundai i20 1.2 Sportz,2012,3373.4939759036147,110000,1,0,1,0,0,0,1,0,0,0,0,1,0
Chevrolet Beat Diesel LT,2012,1807.2289156626507,60000,1,1,0,0,0,0,1,0,0,1,0,0,0
Chevrolet Cruze LTZ AT,2015,7831.325301204819,50000,1,1,0,0,0,0,1,0,0,1,0,0,0
Nissan Micra XL,2014,2530.120481927711,40000,1,0,1,0,0,0,1,0,0,0,1,0,0
BMW 5 Series 520d Luxury Line,2017,34939.75903614458,40000,1,1,0,0,0,0,1,0,0,1,0,0,0
Chevrolet Enjoy 1.3 TCDi LS 8,2013,5120.481927710844,20000,1,1,0,0,0,0,0,1,0,1,0,0,0
Hyundai EON Era Plus Option,2014,3192.7710843373493,55000,1,0,1,0,0,0,0,1,0,1,0,0,0
Fiat Linea T Jet Emotion,2018,10722.89156626506,1136,1,0,1,0,0,0,0,1,0,1,0,0,0
Renault Scala RxL,2013,4397.590361445783,55000,1,0,1,0,0,0,0,1,0,1,0,0,0
Ford Figo Petrol Titanium,2014,4216.8674698795185,43000,1,0,1,0,0,0,0,1,0,1,0,0,0
Maruti Ciaz ZDi SHVS,2016,8253.012048192772,60000,1,1,0,0,0,0,1,0,0,1,0,0,0
Skoda Rapid 1.5 TDI Ambition BSIV,2018,11325.301204819278,2650,1,1,0,0,0,0,0,1,0,1,0,0,0
Mahindra XUV500 W6 2WD,2017,12048.192771084337,40000,1,1,0,0,0,0,1,0,0,1,0,0,0
Mahindra XUV300 W8 Option,2019,13855.421686746988,15000,1,0,1,0,0,0,0,1,0,1,0,0,0
Maruti Ertiga SHVS ZDI,2016,5421.686746987952,115962,1,1,0,0,0,0,1,0,0,0,1,0,0
Nissan Terrano XE D,2015,7108.433734939759,65000,1,1,0,0,0,0,0,1,0,1,0,0,0
Maruti S-Cross Facelift,2017,9638.55421686747,40000,1,1,0,0,0,0,1,0,0,1,0,0,0
Hyundai i20 Magna 1.4 CRDi (Diesel),2012,4638.55421686747,58000,1,1,0,0,0,0,0,1,0,1,0,0,0
Mercedes-Benz New C-Class C 220 CDI BE Avantgare,2013,24096.385542168675,15000,1,1,0,0,0,0,1,0,0,1,0,0,0
Hyundai EON Era Plus,2012,2831.3253012048194,54000,1,0,1,0,0,0,0,1,0,1,0,0,0
Volkswagen Ameo 1.5 TDI Highline,2017,7710.843373493976,56000,1,1,0,0,0,0,0,1,0,1,0,0,0
Maruti Alto LX,2006,626.5060240963855,120000,1,0,1,0,0,0,1,0,0,0,0,1,0
Maruti Omni LPG CARGO BSIII W IMMOBILISER,2009,963.855421686747,90000,1,0,0,0,1,0,1,0,0,0,1,0,0
Maruti Alto LX,2012,1686.7469879518073,70000,1,0,1,0,0,0,1,0,0,0,1,0,0
Hyundai Verna i (Petrol),2008,1445.7831325301204,90000,1,0,1,0,0,0,1,0,0,0,1,0,0
Mahindra Renault Logan 1.5 DLS,2008,1084.3253012048192,213000,1,1,0,0,0,0,1,0,0,1,0,0,0
Chevrolet Optra Magnum 2.0 LS BSIII,2012,2168.6746987951806,120000,1,1,0,0,0,0,1,0,0,1,0,0,0
Mahindra Scorpio S11 BSIV,2017,18072.289156626506,20000,1,1,0,0,0,0,1,0,0,1,0,0,0
Hyundai i20 Active 1.2 SX,2017,8433.734939759037,10000,1,0,1,0,0,0,1,0,0,1,0,0,0
Maruti SX4 Celebration Diesel,2012,3433.734939759036,80000,1,1,0,0,0,0,1,0,0,0,1,0,0
Hyundai Grand i10 Magna,2015,4698.795180722892,90000,1,0,1,0,0,0,1,0,0,1,0,0,0
Maruti Alto LXi BSIII,2008,1506.0240963855422,80000,1,0,1,0,0,0,1,0,0,1,0,0,0
Maruti SX4 Zxi with Leather BSIII,2008,2710.843373493976,60000,1,0,1,0,0,0,1,0,0,0,1,0,0
Hyundai i10 Era,2011,2108.4337349397592,139000,1,0,1,0,0,0,1,0,0,0,1,0,0
Toyota Innova 2.5 V Diesel 7-seater,2011,12951.807228915663,160000,1,1,0,0,0,0,1,0,0,0,1,0,0
Honda Mobilio V i DTEC,2014,3614.4578313253014,150000,1,1,0,0,0,0,1,0,0,1,0,0,0
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,2010,8433.734939759037,163000,1,1,0,0,0,0,1,0,0,0,0,0,1
Tata Indica V2 2001-2011 DLS BSIII,2009,1084.3373493975903,120000,1,1,0,0,0,0,0,1,0,1,0,0,0
Tata Indica Vista TDI LS,2011,1445.7831325301204,120000,1,1,0,0,0,0,1,0,0,0,1,0,0
Chevrolet Beat Diesel LS,2012,2650.602409638554,100000,1,1,0,0,0,0,1,0,0,0,1,0,0
Tata Zest Quadrajet 1.3 75PS XE,2015,3614.4578313253014,140000,1,1,0,0,0,0,0,1,0,1,0,0,0
Skoda Fabia 1.2L Diesel Ambiente,2010,2168.6746987951806,87000,1,1,0,0,0,0,0,1,0,0,1,0,0
